商品商品,现货价格,最近合约代码,最近合约价格,最近合约现期差1,主力合约代码,主力合约价格,主力合约现期差2,timestamp
豆油,10420.00,2209,9890,5305.09%,2301,9518,9028.66%,20220819
玉米,2760.00,2209,2650,1103.99%,2301,2687,732.64%,20220819
铁矿石,749.56,2209,759,-9-1.20%,2301,680.5,699.21%,20220819
鸡蛋,9.88,2208,4750,1903.85%,2301,4155,78515.89%,20220819
聚丙烯,8016.67,2209,7807,2092.61%,2301,7505,5116.37%,20220819
玉米淀粉,3256.00,2209,2976,2808.60%,2211,2984,2728.35%,20220819
乙二醇,4100.00,2208,3866,2345.71%,2301,3956,1443.51%,20220819
苯乙烯,8392.86,2208,8380,120.14%,2210,7703,6898.21%,20220819
液化石油气,5700.00,2208,5580,1202.11%,2210,5269,4317.56%,20220819
生猪,21.40,2209,20690,7093.31%,2301,22680,-1280-5.98%,20220819
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220822
铜,63623.33,2209,62880,7431.17%,2209,62880,7431.17%,20220822
螺纹钢,4124.44,2209,3998,1263.05%,2210,3986,1383.35%,20220822
锌,25248.00,2209,24925,3231.28%,2209,24925,3231.28%,20220822
铝,18593.33,2209,18540,530.29%,2209,18540,530.29%,20220822
黄金,386.38,2209,386.68,-0.30-0.08%,2212,387.16,-0.78-0.20%,20220822
线材,4462.00,2209,4747,-285-6.39%,2210,4478,-16-0.36%,20220822
燃料油,6510.00,2209,3400,311047.77%,2301,3172,333851.27%,20220822
天然橡胶,12132.00,2209,11925,2071.71%,2301,12800,-668-5.51%,20220822
铅,15056.25,2209,15040,160.11%,2209,15040,160.11%,20220822
白银,4260.00,2209,4250,100.23%,2212,4267,-7-0.16%,20220822
石油沥青,4445.14,2209,4191,2545.71%,2212,3955,49011.02%,20220822
热轧卷板,3904.00,2209,3877,270.69%,2210,3880,240.61%,20220822
镍,182500.00,2209,176130,63703.49%,2209,176130,63703.49%,20220822
锡,204450.00,2209,201800,26501.30%,2210,200550,39001.91%,20220822
纸浆,7234.00,2209,6974,2603.59%,2301,6456,77810.75%,20220822
不锈钢,16000.00,2209,15285,7154.47%,2209,15285,7154.47%,20220822
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20220822
PTA,6065.00,2209,5878,1873.08%,2301,5374,69111.39%,20220822
白糖,5796.00,2209,5597,1993.43%,2301,5523,2734.71%,20220822
棉花,15911.50,2209,15330,5813.65%,2301,14990,9215.79%,20220822
普麦,3002.00,2209,3000,2.000.07%,2307,3122,-120-4.00%,20220822
菜籽油OI,12886.00,2209,11840,10468.12%,2301,10967,191914.89%,20220822
强麦WH,3002.00,2209,3298,-296-9.86%,2303,3146,-144-4.80%,20220822
玻璃,19.88,2209,1565,251.57%,2301,1472,1187.42%,20220822
菜籽粕,3622.00,2209,3469,1534.22%,2301,2834,78821.76%,20220822
油菜籽,6892.00,2209,6475,4176.05%,2209,6475,4176.05%,20220822
硅铁,7578.57,2209,7742,-163-2.15%,2210,7576,2.570.03%,20220822
锰硅,6970.00,2209,6994,-24-0.34%,2301,6986,-16-0.23%,20220822
甲醇MA,2458.75,2209,2455,3.750.15%,2301,2469,-10-0.41%,20220822
棉纱,26575.00,2209,23865,271010.20%,2209,23865,271010.20%,20220822
尿素,2326.00,2209,2248,783.35%,2301,2185,1416.06%,20220822
纯碱,2840.00,2209,2631,2097.36%,2301,2309,53118.70%,20220822
涤纶短纤,7776.67,2209,7240,5366.89%,2210,7056,7209.26%,20220822
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20220822
棕榈油,9762.50,2209,8570,119212.21%,2301,8410,135213.85%,20220822
聚氯乙烯,6325.00,2209,6594,-269-4.25%,2301,6259,661.04%,20220822
聚乙烯,7840.00,2209,7712,1281.63%,2301,7517,3234.12%,20220822
豆一,6187.50,2209,6082,1051.70%,2209,6082,1051.70%,20220822
豆粕,4376.00,2209,4133,2435.55%,2301,3681,69515.88%,20220822
豆油,10660.00,2209,10022,6385.98%,2301,9648,10129.49%,20220822
玉米,2758.57,2209,2663,953.44%,2301,2688,702.54%,20220822
铁矿石,755.67,2209,761.5,-5-0.66%,2301,688,678.87%,20220822
鸡蛋,10.21,2208,4750,3556.95%,2301,4137,96818.96%,20220822
聚丙烯,7983.33,2209,7862,1211.52%,2301,7606,3774.72%,20220822
玉米淀粉,3232.00,2209,2953,2798.63%,2211,2973,2598.01%,20220822
乙二醇,4133.33,2208,3933,2004.84%,2301,4036,972.35%,20220822
苯乙烯,8492.86,2208,8552,-59-0.69%,2210,7991,5015.90%,20220822
液化石油气,5680.00,2208,5580,1001.76%,2210,5365,3155.55%,20220822
生猪,21.47,2209,21170,3001.40%,2301,23145,-1675-7.80%,20220822
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220823
铜,63521.67,2209,62820,7011.10%,2209,62820,7011.10%,20220823
螺纹钢,4153.33,2209,4023,1303.13%,2210,4025,1283.08%,20220823
锌,25642.00,2209,25320,3221.26%,2209,25320,3221.26%,20220823
铝,18580.00,2209,18595,-15-0.08%,2209,18595,-15-0.08%,20220823
黄金,386.76,2209,386.36,0.400.10%,2212,386.66,0.100.03%,20220823
线材,4482.00,2209,4747,-265-5.91%,2210,4534,-52-1.16%,20220823
燃料油,6510.00,2209,3273,323749.72%,2301,3196,331450.91%,20220823
天然橡胶,12166.00,2209,11995,1711.41%,2301,12865,-699-5.75%,20220823
铅,15075.00,2209,15050,250.17%,2209,15050,250.17%,20220823
白银,4269.33,2209,4263,60.14%,2212,4275,-5-0.12%,20220823
石油沥青,4440.86,2209,4194,2465.54%,2212,3981,45910.34%,20220823
热轧卷板,3924.00,2209,3923,1.000.03%,2210,3930,-6-0.15%,20220823
镍,181816.67,2209,177290,45262.49%,2209,177290,45262.49%,20220823
锡,202075.00,2209,200250,18250.90%,2210,199130,29451.46%,20220823
纸浆,7234.00,2209,7004,2303.18%,2301,6552,6829.43%,20220823
不锈钢,16000.00,2209,15365,6353.97%,2210,14975,10256.41%,20220823
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20220823
PTA,6200.83,2209,5984,2163.48%,2301,5474,72611.71%,20220823
白糖,5792.00,2209,5593,1993.44%,2301,5508,2844.90%,20220823
棉花,15952.50,2209,15335,6173.87%,2301,14955,9976.25%,20220823
普麦,2998.00,2209,3000,-2.00-0.07%,2307,3122,-124-4.14%,20220823
菜籽油OI,12904.00,2209,11878,10267.95%,2301,11016,188814.63%,20220823
强麦WH,2998.00,2209,3298,-300-10.01%,2303,3146,-148-4.94%,20220823
玻璃,19.86,2209,1572,161.01%,2301,1472,1167.30%,20220823
菜籽粕,3672.00,2209,3558,1143.10%,2301,2938,73419.99%,20220823
油菜籽,6892.00,2209,6452,4406.38%,2209,6452,4406.38%,20220823
硅铁,7578.57,2209,7854,-275-3.63%,2210,7742,-163-2.15%,20220823
锰硅,6970.00,2209,7146,-176-2.53%,2301,7066,-96-1.38%,20220823
甲醇MA,2475.00,2209,2483,-8-0.32%,2301,2516,-41-1.66%,20220823
棉纱,26575.00,2209,23700,287510.82%,2209,23700,287510.82%,20220823
尿素,2326.00,2209,2310,160.69%,2301,2256,703.01%,20220823
纯碱,2840.00,2209,2648,1926.76%,2301,2369,47116.58%,20220823
涤纶短纤,7743.33,2209,7344,3995.15%,2210,7154,5897.61%,20220823
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20220823
棕榈油,9785.00,2209,8684,110111.25%,2301,8510,127513.03%,20220823
聚氯乙烯,6482.86,2209,6583,-100-1.54%,2301,6217,2654.09%,20220823
聚乙烯,7832.86,2209,7697,1351.72%,2301,7502,3304.21%,20220823
豆一,6187.50,2209,6050,1372.21%,2211,5842,3455.58%,20220823
豆粕,4534.00,2209,4282,2525.56%,2301,3806,72816.06%,20220823
豆油,10700.00,2209,10142,5585.21%,2301,9752,9488.86%,20220823
玉米,2758.57,2209,2680,782.83%,2301,2719,391.41%,20220823
铁矿石,761.33,2209,766.5,-5-0.66%,2301,697.5,638.27%,20220823
鸡蛋,10.32,2208,4749,4117.97%,2301,4139,102119.79%,20220823
聚丙烯,7983.33,2209,7822,1612.02%,2301,7574,4095.12%,20220823
玉米淀粉,3212.00,2209,2966,2467.66%,2211,2973,2397.44%,20220823
乙二醇,4158.33,2208,3996,1623.90%,2301,4078,801.92%,20220823
苯乙烯,8585.71,2208,8600,-14-0.16%,2210,8005,5806.76%,20220823
液化石油气,5666.00,2208,5580,861.52%,2210,5483,1833.23%,20220823
生猪,21.53,2209,21510,200.09%,2301,23350,-1820-8.45%,20220823
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220824
铜,63723.33,2209,63320,4030.63%,2210,62940,7831.23%,20220824
螺纹钢,4164.44,2209,4071,932.23%,2210,4064,1002.40%,20220824
锌,25426.00,2209,25270,1560.61%,2210,24930,4961.95%,20220824
铝,18833.33,2209,18905,-71-0.38%,2209,18905,-71-0.38%,20220824
黄金,387.84,2209,388.06,-0.22-0.06%,2212,388.28,-0.44-0.11%,20220824
线材,4482.00,2209,4747,-265-5.91%,2210,4549,-67-1.49%,20220824
燃料油,6530.00,2209,3289,324149.63%,2301,3277,325349.82%,20220824
天然橡胶,12130.00,2209,11965,1651.36%,2301,12800,-670-5.52%,20220824
铅,15062.50,2209,15045,170.11%,2209,15045,170.11%,20220824
白银,4287.00,2209,4289,-2.00-0.05%,2212,4302,-15-0.35%,20220824
石油沥青,4455.14,2209,4178,2776.22%,2212,3916,53912.10%,20220824
热轧卷板,3972.00,2209,3962,100.25%,2210,3976,-4.00-0.10%,20220824
镍,176766.67,2209,174510,22561.28%,2210,170770,59963.39%,20220824
锡,201262.50,2209,200700,5620.28%,2210,199780,14820.74%,20220824
纸浆,7224.00,2209,7100,1241.72%,2301,6558,6669.22%,20220824
不锈钢,16004.00,2209,15420,5843.65%,2210,15050,9545.96%,20220824
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20220824
PTA,6325.42,2209,6174,1512.39%,2301,5654,67110.61%,20220824
白糖,5792.00,2209,5586,2063.56%,2301,5523,2694.64%,20220824
棉花,15943.00,2209,15350,5933.72%,2301,15025,9185.76%,20220824
普麦,2998.00,2209,3000,-2.00-0.07%,2307,3122,-124-4.14%,20220824
菜籽油OI,12988.00,2209,12130,8586.61%,2301,11266,172213.26%,20220824
强麦WH,2998.00,2209,3298,-300-10.01%,2303,3146,-148-4.94%,20220824
玻璃,20.02,2209,1592,90.56%,2301,1473,1287.99%,20220824
菜籽粕,3704.00,2209,3616,882.38%,2301,3000,70419.01%,20220824
油菜籽,6892.00,2209,6522,3705.37%,2209,6522,3705.37%,20220824
硅铁,7578.57,2209,7882,-303-4.00%,2210,7746,-167-2.20%,20220824
锰硅,7000.00,2209,7296,-296-4.23%,2301,7210,-210-3.00%,20220824
甲醇MA,2483.33,2209,2482,1.330.05%,2301,2525,-41-1.65%,20220824
棉纱,26575.00,2209,24185,23908.99%,2209,24185,23908.99%,20220824
尿素,2342.00,2209,2329,130.56%,2301,2277,652.78%,20220824
纯碱,2840.00,2209,2657,1836.44%,2301,2369,47116.58%,20220824
涤纶短纤,7726.67,2209,7484,2423.13%,2210,7364,3624.69%,20220824
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20220824
棕榈油,9742.50,2209,8798,9449.69%,2301,8626,111611.45%,20220824
聚氯乙烯,6490.00,2209,6662,-172-2.65%,2301,6306,1842.84%,20220824
聚乙烯,7847.14,2209,7737,1101.40%,2301,7550,2973.78%,20220824
豆一,6187.50,2209,5959,2283.68%,2211,5856,3315.35%,20220824
豆粕,4550.00,2209,4333,2174.77%,2301,3864,68615.08%,20220824
豆油,10910.00,2209,10276,6345.81%,2301,9902,10089.24%,20220824
玉米,2758.57,2209,2710,481.74%,2301,2745,130.47%,20220824
铁矿石,770.33,2209,776.5,-6-0.78%,2301,707,638.18%,20220824
鸡蛋,10.32,2208,4766,3947.64%,2301,4176,98419.07%,20220824
聚丙烯,7983.33,2209,7862,1211.52%,2301,7629,3544.43%,20220824
玉米淀粉,3200.00,2209,2984,2166.75%,2211,3007,1936.03%,20220824
乙二醇,4150.00,2208,3996,1543.71%,2301,4106,441.06%,20220824
苯乙烯,8716.67,2208,8656,600.69%,2210,8223,4935.66%,20220824
液化石油气,5676.00,2208,5580,961.69%,2210,5608,681.20%,20220824
生猪,21.68,2209,21405,2751.27%,2301,23290,-1610-7.43%,20220824
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220825
铜,63400.00,2209,62970,4300.68%,2210,62620,7801.23%,20220825
螺纹钢,4156.67,2209,4081,751.80%,2210,4081,751.80%,20220825
锌,25690.00,2209,25450,2400.93%,2210,25190,5001.95%,20220825
铝,18896.67,2209,18940,-43-0.23%,2210,18865,310.16%,20220825
黄金,388.70,2209,390.36,-1.66-0.43%,2212,390.04,-1.34-0.34%,20220825
线材,4454.00,2209,4747,-293-6.58%,2210,4595,-141-3.17%,20220825
燃料油,6530.00,2209,3331,319948.99%,2301,3337,319348.90%,20220825
天然橡胶,12050.00,2209,11870,1801.49%,2301,12675,-625-5.19%,20220825
铅,15112.50,2209,15125,-12-0.08%,2210,15095,170.11%,20220825
白银,4321.67,2209,4308,130.30%,2212,4317,4.670.11%,20220825
石油沥青,4456.57,2209,4223,2335.23%,2212,3989,46710.48%,20220825
热轧卷板,3990.00,2209,4014,-24-0.60%,2210,4026,-36-0.90%,20220825
镍,177450.00,2209,173250,42002.37%,2210,171320,61303.45%,20220825
锡,200637.50,2209,199270,13670.68%,2210,198580,20571.03%,20220825
纸浆,7220.00,2209,7158,620.86%,2301,6608,6128.48%,20220825
不锈钢,16004.00,2209,15525,4792.99%,2210,15200,8045.02%,20220825
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20220825
PTA,6337.92,2209,6176,1612.54%,2301,5664,67310.62%,20220825
白糖,5788.00,2209,5574,2143.70%,2301,5515,2734.72%,20220825
棉花,15952.33,2209,15350,6023.77%,2301,15015,9375.87%,20220825
普麦,2996.00,2209,3000,-4.00-0.13%,2307,3122,-126-4.21%,20220825
菜籽油OI,13018.00,2209,12298,7205.53%,2301,11326,169213.00%,20220825
强麦WH,2996.00,2209,3298,-302-10.08%,2303,3146,-150-5.01%,20220825
玻璃,20.02,2209,1589,120.75%,2301,1470,1318.18%,20220825
菜籽粕,3678.00,2209,3614,641.74%,2301,2985,69318.84%,20220825
油菜籽,6892.00,2209,6583,3094.48%,2209,6583,3094.48%,20220825
硅铁,7578.57,2209,7950,-371-4.90%,2210,7904,-325-4.29%,20220825
锰硅,7000.00,2209,7380,-380-5.43%,2301,7326,-326-4.66%,20220825
甲醇MA,2512.50,2209,2504,80.32%,2301,2547,-34-1.35%,20220825
棉纱,26575.00,2209,24245,23308.77%,2209,24245,23308.77%,20220825
尿素,2350.00,2209,2346,4.000.17%,2301,2286,642.72%,20220825
纯碱,2841.67,2209,2681,1605.63%,2301,2404,43715.38%,20220825
涤纶短纤,7726.67,2209,7558,1682.17%,2210,7430,2963.83%,20220825
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20220825
棕榈油,9700.00,2209,8826,8749.01%,2301,8648,105210.85%,20220825
聚氯乙烯,6490.00,2209,6678,-188-2.90%,2301,6354,1362.10%,20220825
聚乙烯,7854.29,2209,7808,460.59%,2301,7646,2082.65%,20220825
豆一,6187.50,2209,5925,2624.23%,2211,5832,3555.74%,20220825
豆粕,4522.00,2209,4325,1974.36%,2301,3846,67614.95%,20220825
豆油,10920.00,2209,10380,5404.95%,2301,9986,9348.55%,20220825
玉米,2760.00,2209,2708,521.88%,2301,2739,210.76%,20220825
铁矿石,770.56,2209,782.5,-11-1.43%,2301,713.5,577.40%,20220825
鸡蛋,10.40,2208,4875,3256.25%,2301,4160,104020.00%,20220825
聚丙烯,8000.00,2209,7940,600.75%,2301,7723,2773.46%,20220825
玉米淀粉,3200.00,2209,2972,2287.12%,2211,2993,2076.47%,20220825
乙二醇,4158.33,2208,3996,1623.90%,2301,4094,641.54%,20220825
苯乙烯,8733.33,2208,8899,-165-1.89%,2210,8164,5696.52%,20220825
液化石油气,5706.00,2208,5580,1262.21%,2210,5722,-16-0.28%,20220825
生猪,21.85,2209,21490,3601.65%,2301,23550,-1700-7.78%,20220825
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220826
铜,64376.67,2209,63730,6461.00%,2210,63340,10361.61%,20220826
螺纹钢,4153.33,2209,4076,771.85%,2301,3851,3027.27%,20220826
锌,25940.00,2209,25650,2901.12%,2210,25420,5202.00%,20220826
铝,18873.33,2209,18830,430.23%,2210,18795,780.41%,20220826
黄金,388.88,2209,390.38,-1.50-0.39%,2212,390.62,-1.74-0.45%,20220826
线材,4442.00,2209,4747,-305-6.87%,2210,4571,-129-2.90%,20220826
燃料油,6540.00,2209,3440,310047.40%,2301,3337,320348.98%,20220826
天然橡胶,12044.00,2209,11795,2492.07%,2301,12545,-501-4.16%,20220826
铅,15037.50,2209,15065,-27-0.18%,2210,15075,-37-0.25%,20220826
白银,4297.67,2209,4304,-6-0.14%,2212,4316,-18-0.42%,20220826
石油沥青,4439.43,2209,4228,2114.75%,2212,3909,53011.94%,20220826
热轧卷板,4014.00,2209,4039,-25-0.62%,2210,4044,-30-0.75%,20220826
镍,179950.00,2209,175420,45302.52%,2210,173710,62403.47%,20220826
锡,201387.50,2209,199150,22371.11%,2210,198380,30071.49%,20220826
纸浆,7220.00,2209,7176,440.61%,2301,6618,6028.34%,20220826
不锈钢,16120.00,2209,15680,4402.73%,2210,15315,8054.99%,20220826
郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,郑州商品交易所,20220826
PTA,6295.42,2209,6146,1492.37%,2301,5626,66910.63%,20220826
白糖,5786.00,2209,5561,2253.89%,2301,5502,2844.91%,20220826
棉花,15966.33,2209,15395,5713.58%,2301,15030,9365.86%,20220826
普麦,2996.00,2209,3000,-4.00-0.13%,2307,3122,-126-4.21%,20220826
菜籽油OI,13228.00,2209,12640,5884.45%,2301,11243,198515.01%,20220826
强麦WH,2996.00,2209,3298,-302-10.08%,2303,3146,-150-5.01%,20220826
玻璃,20.02,2209,1594,70.44%,2301,1459,1428.87%,20220826
菜籽粕,3646.00,2209,3550,962.63%,2301,2919,72719.94%,20220826
油菜籽,6876.00,2209,6652,2243.26%,2209,6652,2243.26%,20220826
硅铁,7592.86,2209,8158,-565-7.44%,2210,8144,-551-7.26%,20220826
锰硅,7000.00,2209,7386,-386-5.51%,2301,7382,-382-5.46%,20220826
甲醇MA,2568.75,2209,2531,371.44%,2301,2585,-16-0.62%,20220826
棉纱,26325.00,2209,24400,19257.31%,2209,24400,19257.31%,20220826
尿素,2394.00,2209,2362,321.34%,2301,2311,833.47%,20220826
纯碱,2841.67,2209,2690,1515.31%,2301,2395,44615.69%,20220826
涤纶短纤,7726.67,2209,7562,1642.12%,2210,7446,2803.62%,20220826
大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,大连商品交易所,20220826
棕榈油,9695.00,2209,8878,8178.43%,2301,8622,107311.07%,20220826
聚氯乙烯,6532.86,2209,6725,-192-2.94%,2301,6402,1301.99%,20220826
聚乙烯,7854.29,2209,7833,210.27%,2301,7677,1772.25%,20220826
豆一,6187.50,2209,5958,2293.70%,2211,5929,2584.17%,20220826
豆粕,4490.00,2209,4284,2064.59%,2301,3784,70615.72%,20220826
豆油,10830.00,2209,10404,4263.93%,2301,9946,8848.16%,20220826
玉米,2762.86,2209,2741,210.76%,2301,2746,160.58%,20220826
铁矿石,777.44,2209,793,-15-1.93%,2301,724,536.82%,20220826
鸡蛋,10.64,2208,4761,55910.51%,2301,4130,119022.37%,20220826
聚丙烯,8016.67,2209,7959,570.71%,2301,7778,2382.97%,20220826
玉米淀粉,3182.00,2209,2976,2066.47%,2211,2992,1905.97%,20220826
乙二醇,4158.33,2208,3996,1623.90%,2301,4050,1082.60%,20220826
苯乙烯,8766.67,2208,8556,2102.40%,2210,8267,4995.69%,20220826
液化石油气,5732.00,2208,5580,1522.65%,2210,5700,320.56%,20220826
生猪,21.95,2209,21730,2201.00%,2301,23685,-1735-7.90%,20220826
上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,上海期货交易所,20220829
铜,63808.33,2209,63650,1580.25%,2210,63380,4280.67%,20220829
螺纹钢,4082.22,2209,4013,691.69%,2301,3816,2666.52%,20220829
锌,25578.00,2209,25550,280.11%,2210,25250,3281.28%,20220829
铝,18973.33,2209,19025,-51-0.27%,2210,18955,180.09%,20220829
黄金,388.68,2209,387.76,0.920.24%,2212,388.88,-0.20-0.05%,20220829
线材,4354.00,2209,4747,-393-9.03%,2210,4498,-144-3.31%,20220829
燃料油,6556.00,2209,3694,286243.65%,2301,3305,325149.59%,20220829
天然橡胶,12120.00,2209,11945,1751.44%,2301,12780,-660-5.45%,20220829
铅,14956.25,2209,14965,-8-0.05%,2210,14980,-23-0.15%,20220829
白银,4223.33,2209,4260,-36-0.85%,2212,4294,-70-1.66%,20220829
